"family","семья","familio"
"singer","певица","kantistino"
"musician","музыкант","Muzikisto"
"artist","художница","Artistino"
"designer","дизайнер","Dizajnisto"
"model","модель","modelo"
"assistant","ассистентка","Asistantino"
"occupation","занятие","okupo"
"entrepreneur","предпринимательница","Entreprenistino"
"administrator","администратор","administranto"
"clerk","клерк","oficisto"
"agent","агент","agento"
"broker","брокер","Makleristo"
"part-time","на полставки","partatempa"
"full-time","на полный рабочий день","plentempa"
"job interview","собеседование","laborintervjuo"
"employee","работник","dungito"
"employer","работодатель","Dunganto"
"position","должность","Posteno"
"workplace","рабочее место","laborejo"
"curriculum vitae","резюме","vivresumo"
"applicant","претендент","kandidato"
"economy","экономика","ekonomio"
"cost","стоить","kosti"
"commerce","торговля","komerco"
"development","развитие","evoluo"
"enterprise","предприятие","entrepreno"
"budget","бюджет","Buĝeto"
"monopoly","монополия","monopolo"
"cash","наличные","Kontanto"
"bank account","банковский счёт","Bankkonto"
"credit card","кредитная карточка","Kreditkarto"
"exchange","обмен валют","monŝanĝo"
"pin number","пин-код","PIN-kodo"
"poetry","поэзия","Poezio"
"prose","проза","prozo"
"literary genre","литературный жанр","literatura ĝenro"
"dramaturgy","драматургия","dramaturgio"
"techno","техно","Tekno"
"band","группа","bando"
"musical","музыкальный","muzika"
"ethnomusic","народная музыка","popolmuziko"
"funk","фанк","fanko"
"heavy metal","хэви-метал","hevimetalo"
"reggae","регги","regeo"
"xylophone","ксилофон","Ksilofono"
"trombone","тромбон","Trombono"
"harmonica","губная гармоника","Buŝharmoniko"
"cymbal","тарелки","cimbalo"
"maracas","маракасы","Marakoj"
"paint","краска","farbo"
"canvas","холст","Tolo"
"easel","мольберт","pentraĉevalo"
"palette","палитра","Paletro"
"oil paint","масляная краска","oleofarbo"
"acrylic paint","акриловая краска","akrila farbo"
"photograph","фотографировать","fotografi"
"photography","фотографирование","fotografado"
"pose","позировать","Pozi"
"photo album","фотоальбом","fotoalbumo"
"photo frame","рамка для фотографий","fotokadro"
"vampire","вампир","vampiro"
"werewolf","оборотень","Varvulfo"
"zombie","зомби","zombio"
"alien","инопланетянин","Eksterterano"
"astrology","астрология","Astrologio"
"prophecy","пророчество","profetaĵo"
"zodiac","зодиак","zodiako"
"horoscope","гороскоп","Horoskopo"
"direction","режиссура","Reĝisorado"
"western","вестерн","vesterno"
"thriller","триллер","Trilero"
"science fiction film","научно-фантастический фильм","sciencfikcia filmo"
"beginner","новичок","komencanto"
"leisure time","свободное время","libera tempo"
"amateur","любитель","amatoro"
"professional","профессионал","Profesiulo"
"activity","деятельность","agado"
"visit","визит","vizito"
"cruise","круиз","Kruzo"
"travel agency","туристическое агентство","vojaĝagentejo"
"holiday brochure","рекламный проспект","feria broŝuro"
"guided tour","экскурсия с гидом","gvidata ekskurso"
"camp","разбивать лагерь","tendumi"
"camping","кемпинг","tendumejo"
"outdoors","на улице","ekstere"
"hiking","пешая прогулка","piedirado"
"fish","рыбачить","Fiŝi"
"fisherman","рыбак","Fiŝisto"
"fishing","рыбалка","fiŝkaptado"
"fishing rod","удочка","fiŝvergo"
"cricket","крикет","Kriketo"
"squash","сквош","Skvaŝo"
"fencing","фехтование","skermado"
"athletics","легкая атлетика","Atletiko"
"softball","софтбол","softbalo"
"cue","кий","bilardostango"
"equipment","снаряжение","Ekipaĵo"
"surfboard","доска для серфинга","Surftabulo"
"puck","шайба","Puko"
"snowboard","сноуборд","neĝtabulo"
"race","гонка","Vetkuro"
"turn","ход","Vico"
"championship","чемпионат","ĉampionado"
"prize","приз","Premio"
"extra time","дополнительное время","ekstra tempo"
"competition","соревнование","Konkurso"
"player","игрок","ludanto"
"swimmer","пловец","naĝisto"
"athlete","атлет","Atleto"
"runner","бегун","Kuristo"
"tip","чаевые","trinkmono"
"smoking room","курительная комната","fumĉambro"
"reserved","зарезервированный","rezervita"
"wine list","винная карта","vinlisto"
"bar counter","барная стойка","bufedo"
"planetarium","планетарий","Planetario"
"national park","национальный парк","nacia parko"
"theme park","парк развлечений","amuzparko"
"safari park","сафари-парк","safariparko"
"architecture","архитектура","Arkitekturo"
"dam","дамба","Digo"
"tile","кафель","Kahelo"
"found","закладывать фундамент","Fondi"
"block","блок","Bloko"
"timber","лесоматериалы","lignaĵo"
"blueprint","чертёж","plano"
"building site","строительная площадка","Konstruejo"
"motor car","автомобиль","Aŭtomobilo"
"limousine","лимузин","Limuzino"
"transport","перевозить","transporti"
"transport","перевозка","transporto"
"sports car","спортивный автомобиль","Sportaŭto"
"ticket office","билетная касса","biletejo"
"economy class","эконом-класс","ekonomia klaso"
"business class","бизнес-класс","komerca klaso"
"hand luggage","ручная кладь","manbagaĝo"
"boarding card","посадочный талон","Enplaniĝkarto"
"pier","пирс","pirso"
"cruise ship","круизный лайнер","Kruzŝipo"
"gondola","гондола","Gondolo"
"steamship","пароход","Vaporŝipo"
"dock","док","Doko"
"freight","фрахт","frajto"
"expressway","автомагистраль","aŭtovojo"
"roundabout","круговой перекрёсток","trafikrondo"
"lane","полоса движения","trafikstrio"
"viaduct","виадук","Viadukto"
"dashboard","приборная панель","Instrumentpanelo"
"speedometer","спидометр","rapidometro"
"hazard lights","аварийные индикаторы","avariaj lumoj"
"lights switch","выключатель фар","lumŝaltilo"
"milometer","одометр","Odometro"
"live","в прямом эфире","rekta"
"listener","слушатель","Aŭskultanto"
"broadcast","вещать","elsendi"
"DJ","диджей","Diskoĵokeo"
"radio station","радиостанция","Radiostacio"
"application","приложение","Aplikaĵo"
"subscription","подписка","abono"
"programming","программирование","programado"
"install","устанавливать","instali"
"uninstall","деинсталлировать","malinstali"
"data","данные","datumoj"
"bit","бит","Bito"
"megabyte","мегабайт","Megabajto"
"gigabyte","гигабайт","gigabajto"
"terabyte","терабайт","terabajto"
"byte","байт","Bajto"
"journalism","журналистика","ĵurnalismo"
"reporter","репортёр","raportisto"
"mass-media","средства массовой информации","amaskomunikiloj"
"publication","публикация","publikaĵo"
"send","отправлять","sendi"
"parcel","посылка","Pakaĵo"
"post office","почтовое отделение","Poŝtejo"
"letter box","почтовый ящик","poŝtkesto"
"criminal","преступник","Krimulo"
"chase","гнаться","postkuri"
"victim","жертва","viktimo"
"investigation","расследование","esplorado"
"suspect","подозреваемый","Suspektato"
"case","случай","kazo"
"torture","пытка","torturo"
"murder","убийство","Murdo"
"conspiracy","конспирация","konspiro"
"violence","насилие","perforto"
"kidnapping","похищение","kidnapo"
"witness","свидетельница","Atestantino"
"jury","присяжные","Ĵurio"
"defender","защитник","Defendanto"
"trial","судебное разбирательство","proceso"
"defendant","подзащитный","akuzito"
"prosecutor","прокурор","Prokuroro"
"enemy","враг","malamiko"
"battleground","поле боя","Batalkampo"
"military","вооружённые силы","armitaj fortoj"
"invader","захватчик","Invadanto"
"barricade","баррикада","Barikado"
"occupy","оккупировать","okupi"
"arrow","стрела","sago"
"bow","лук","pafarko"
"weapon","оружие","armilo"
"bullet","пуля","Kuglo"
"gun","пистолет","Pistolo"
"cloudy","облачный","nuba"
"slippery","скользкий","Glita"
